"site.id","constituent","Water_Year","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"RONC02800","NO3",2001,273,36876.0917528312,45956.4623254757,3460.22279053139,153927.232464302,NA,NA,NA,NA,NA,273,55333.7361735171,NA,NA,NA,273,58584.4662374824,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2002,365,49168.4286357072,45702.7394151415,7669.10501804075,169115.324107112,NA,NA,NA,NA,NA,365,73778.7735998616,NA,NA,NA,365,83738.829505252,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2003,365,44695.5831400122,36812.8957216743,8419.42432314374,141370.061819048,NA,NA,NA,NA,NA,365,67067.1281558189,NA,NA,NA,365,70298.8965314135,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2004,366,51817.6782983277,33480.9957817902,13675.2486648436,138516.723490682,NA,NA,NA,NA,NA,366,77754.0552418668,NA,NA,NA,366,79104.5535203618,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2005,365,52795.7587624249,28586.6339620779,17185.3949640155,125424.107338347,NA,NA,NA,NA,NA,365,79221.6953750259,NA,NA,NA,365,78968.0757530105,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2006,365,45239.3931122064,22027.1465842536,16470.1644524333,100447.727110194,NA,NA,NA,NA,NA,365,67883.1312265739,NA,NA,NA,365,61515.522658939,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2007,365,57186.3190053086,19493.0130646015,28262.1874108169,103666.843398955,NA,NA,NA,NA,NA,365,85809.8678776724,NA,NA,NA,365,84167.7726324749,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2008,366,56894.4043310053,15172.7264664179,32887.7227986949,91889.8234188392,366,63366.9484183831,124209.622678639,2456.20241220598,337609.607311839,366,85371.8403489961,NA,NA,NA,366,78325.7441802253,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2009,365,59202.328892719,11256.8022300432,40198.5281271632,84147.8952845266,365,68343.1635688481,41003.7563217529,19767.0483245809,173748.647682446,365,88834.9529521283,NA,NA,NA,365,82509.8142891488,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2010,365,68630.5893041099,9111.74722426135,52505.5091001576,88154.0243894296,365,69173.0604859592,16070.5766421814,42988.9418103732,105605.638700664,365,94773.6469832886,NA,NA,NA,365,104070.85037153,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2011,365,58860.0116286428,5654.9921196812,48554.7831365221,70699.8217650521,365,55082.4554234693,6913.3678374134,42776.0531073537,69829.3376436724,365,40997.1759757223,NA,NA,NA,365,41561.0649008444,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2012,366,58066.4273717619,5778.48343001603,47564.7157416894,70191.6641404673,366,55289.1926637656,6997.27520792393,42843.9329017143,70224.7579521952,366,64870.1345068059,NA,NA,NA,366,69065.9625974893,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
"RONC02800","NO3",2013,365,57368.8633878384,8311.04271296404,42804.5324312254,75308.2149088892,365,57784.9925231255,8674.20742996723,42649.0858118536,76567.2118706206,365,66119.523261403,NA,NA,NA,365,70842.2261291858,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11","2017-07-03 19:49:21"
